ESTUDIANTE,NOMGRADO,GRUPO,PROMEDIO1,PROMEDIO2,PROMEDIO3,PROMEDIO4,PromedioFinal,PUESTO1,PUESTO2,PUESTO3,PUESTO4,PuestoFinal,SEXO,ViveCon,NUMHERMANO,FechaNacimiento,ESTADCIVIL,ESTRATO,Retirado,ANO,ViveconMadre,ViveconPadre,ViveconAmbos,ViveconOtros,Casados,Solteros,Separados,UnionLibre,Viudo,RetiradoCluster,numgrado,Edad,Hombre,Mujer
20100014  ,CUARTO                   ,03,33.900,35.000,32.600,37.400,34.900,23,20,29,21,27,M,Madre,2 ,2003,soltero(a)(os) ,2,0,2013,1,0,0,0,0,1,0,0,0,0,5,10,1,0
20100014  ,QUINTO                   ,03,37.200,37.400,40.300,41.300,39.200,18,17,8,8,12,M,Madre,2 ,2003,soltero(a)(os) ,2,0,2014,1,0,0,0,0,1,0,0,0,0,6,11,1,0
20100014  ,SEGUNDO                  ,01,41.273,39.182,37.545,39.091,39.545,11,15,19,14,15,M,Madre,2 ,2003,soltero(a)(os) ,2,0,2011,1,0,0,0,0,1,0,0,0,0,3,8,1,0
20100015  ,SEPTIMO                  ,01,32.400,33.273,31.545,34.091,33.091,32,32,29,32,32,M,Madre,3 ,2004,separado(a)(os),2,0,2016,1,0,0,0,0,0,1,0,0,0,8,12,1,0
20100016  ,NOVENO                   ,05,34.273,31.273,34.455,33.000,33.545,20,25,19,27,23,M,Madre,1 ,2003,soltero(a)(os) ,1,0,2017,1,0,0,0,0,1,0,0,0,0,10,14,1,0
20100003  ,SEGUNDO                  ,01,40.636,42.182,39.091,43.000,41.273,13,9,16,7,11,M,Madre.Padre,2 ,2004,casado(a)(os)  ,3,0,2011,0,0,1,0,1,0,0,0,0,0,3,7,1,0
20100004  ,,,.000,.000,.000,.000,.000,0,0,0,0,0,M,Madre.Padre,3 ,2004,separado(a)(os),2,2019,2019,0,0,1,0,0,0,1,0,0,1,,15,1,0
20100004  ,OCTAVO                   ,03,28.250,26.083,27.250,26.917,27.333,29,24,28,23,28,M,Madre.Padre,3 ,2004,separado(a)(os),2,2019,2018,0,0,1,0,0,0,1,0,0,0,9,14,1,0
20100004  ,PRIMERO                  ,01,42.600,42.200,42.800,45.000,43.000,7,6,6,5,7,M,Madre.Padre,3 ,2004,separado(a)(os),2,2019,2010,0,0,1,0,0,0,1,0,0,0,2,6,1,0
20100004  ,SEXTO                    ,03,35.364,33.091,33.273,33.909,34.000,16,26,23,24,25,M,Madre.Padre,3 ,2004,separado(a)(os),2,2019,2015,0,0,1,0,0,0,1,0,0,0,7,11,1,0
20100005  ,CUARTO                   ,01,35.500,35.500,35.700,39.100,36.500,24,23,21,14,21,F,Madre.Padre,2 ,2004,casado(a)(os)  ,2,0,2013,0,0,1,0,1,0,0,0,0,0,5,9,0,1
20100005  ,TERCERO                  ,01,33.500,35.200,36.700,37.000,35.500,19,19,16,15,21,F,Madre.Padre,2 ,2004,casado(a)(os)  ,2,0,2012,0,0,1,0,1,0,0,0,0,0,4,8,0,1
20100007  ,SEXTO                    ,02,34.818,33.455,33.727,35.455,34.455,18,16,18,11,15,M,Madre.Padre,3 ,2003,casado(a)(os)  ,2,2020,2017,0,0,1,0,1,0,0,0,0,0,7,14,1,0
20100008  ,DECIMO                   ,01,35.750,35.583,37.250,35.500,36.167,11,14,10,15,9,F,Madre,1 ,2003,separado(a)(os),2,0,2019,1,0,0,0,0,0,1,0,0,0,11,16,0,1
20100008  ,UNDECIMO                 ,02,44.333,45.083,43.500,44.417,.000,6,3,10,6,1,F,Madre,1 ,2003,separado(a)(os),2,0,2020,1,0,0,0,0,0,1,0,0,0,12,17,0,1
20100009  ,PRIMERO                  ,01,46.600,48.400,46.000,47.100,47.000,2,1,1,2,2,F,Madre.Padre,2 ,2004,union libre    ,2,0,2010,0,0,1,0,0,0,0,1,0,0,2,6,0,1
20100009  ,SEXTO                    ,05,40.400,42.600,42.400,41.800,41.900,9,7,7,8,7,F,Madre.Padre,2 ,2004,union libre    ,2,0,2014,0,0,1,0,0,0,0,1,0,0,7,10,0,1
20100010  ,DECIMO                   ,05,36.917,37.667,37.333,37.250,.000,19,18,20,20,1,M,Madre,1 ,2004,viudo(a)       ,2,0,2020,1,0,0,0,0,0,0,0,1,0,11,16,1,0
20100011  ,NOVENO                   ,01,37.417,32.917,31.917,30.750,33.417,14,25,24,23,22,M,Madre,1 ,2004,soltero(a)(os) ,3,0,2019,1,0,0,0,0,1,0,0,0,0,10,15,1,0
20100011  ,NOVENO                   ,02,35.167,34.167,30.750,33.500,.000,22,22,21,21,1,M,Madre,1 ,2004,soltero(a)(os) ,3,0,2020,1,0,0,0,0,1,0,0,0,0,10,16,1,0
20100011  ,SEXTO                    ,01,30.455,32.000,34.273,33.727,32.636,30,28,27,28,29,M,Madre,1 ,2004,soltero(a)(os) ,3,0,2015,1,0,0,0,0,1,0,0,0,0,7,11,1,0
20100011  ,TERCERO                  ,03,34.500,37.100,33.300,33.250,34.700,20,16,21,20,20,M,Madre,1 ,2004,soltero(a)(os) ,3,0,2012,1,0,0,0,0,1,0,0,0,0,4,8,1,0
20100013  ,PRIMERO                  ,01,37.600,40.000,39.600,41.600,39.700,18,12,14,10,14,F,Madre.Padre,2 ,2003,casado(a)(os)  ,2,0,2010,0,0,1,0,1,0,0,0,0,0,2,7,0,1
20100014  ,OCTAVO                   ,02,34.583,35.750,36.917,32.083,34.917,12,18,7,23,15,M,Madre,2 ,2003,soltero(a)(os) ,2,0,2019,1,0,0,0,0,1,0,0,0,0,9,16,1,0
20100014  ,SEXTO                    ,03,40.000,37.545,37.273,36.909,38.091,8,15,15,14,14,M,Madre,2 ,2003,soltero(a)(os) ,2,0,2015,1,0,0,0,0,1,0,0,0,0,7,12,1,0
20100015  ,SEGUNDO                  ,01,38.455,37.636,35.909,34.818,36.818,18,19,22,28,22,M,Madre,3 ,2004,separado(a)(os),2,0,2011,1,0,0,0,0,0,1,0,0,0,3,7,1,0
20100016  ,CUARTO                   ,03,32.400,34.200,32.600,34.800,33.600,26,23,29,24,28,M,Madre,1 ,2003,soltero(a)(os) ,1,0,2013,1,0,0,0,0,1,0,0,0,0,5,10,1,0
20100016  ,OCTAVO                   ,01,30.167,31.500,31.750,33.667,31.833,22,22,23,21,22,M,Madre,1 ,2003,soltero(a)(os) ,1,0,2019,1,0,0,0,0,1,0,0,0,0,9,16,1,0
20100016  ,SEXTO                    ,01,34.273,31.273,34.455,33.000,33.545,20,25,19,27,23,M,Madre,1 ,2003,soltero(a)(os) ,1,0,2017,1,0,0,0,0,1,0,0,0,0,7,14,1,0
20100017  ,QUINTO                   ,03,40.000,36.600,36.500,39.500,38.300,11,19,23,15,13,F,Madre.Padre,1 ,2003,union libre    ,2,2018,2015,0,0,1,0,0,0,0,1,0,0,6,12,0,1
20100018  ,CUARTO                   ,03,39.700,37.200,34.900,39.200,37.800,9,17,18,11,15,F,Madre.Padre,3 ,2003,casado(a)(os)  ,2,0,2014,0,0,1,0,1,0,0,0,0,0,5,11,0,1
20100018  ,SEXTO                    ,01,35.545,36.909,38.091,39.636,37.727,9,4,3,2,4,F,Madre.Padre,3 ,2003,casado(a)(os)  ,2,0,2017,0,0,1,0,1,0,0,0,0,0,7,14,0,1
20100019  ,DECIMO                   ,04,.000,.000,.000,.000,.000,0,0,0,0,0,F,Madre,1 ,2003,separado(a)(os),2,2020,2020,1,0,0,0,0,0,1,0,0,1,11,17,0,1
20100020  ,DECIMO                   ,05,33.455,34.833,34.750,34.333,.000,23,24,23,24,1,M,Madre.Padre,4 ,2002,casado(a)(os)  ,2,0,2020,0,0,1,0,1,0,0,0,0,0,11,18,1,0
20100020  ,SEXTO                    ,01,37.545,38.364,34.455,36.545,36.818,13,10,14,13,12,M,Madre.Padre,4 ,2002,casado(a)(os)  ,2,0,2015,0,0,1,0,1,0,0,0,0,0,7,13,1,0
20100001  ,PRIMERO                  ,01,38.200,35.000,39.600,38.200,38.200,15,24,14,19,19,F,No registra,0 ,2003,no registra    ,2,0,2010,0,0,0,0,0,0,0,0,0,0,2,7,0,1
20100001  ,SEGUNDO                  ,01,38.818,35.909,35.364,37.000,36.909,17,25,23,21,21,F,No registra,0 ,2003,no registra    ,2,0,2011,0,0,0,0,0,0,0,0,0,0,3,8,0,1
20100003  ,SEPTIMO                  ,04,40.182,37.545,34.091,35.091,36.909,6,11,16,19,11,M,Madre.Padre,2 ,2004,casado(a)(os)  ,3,0,2015,0,0,1,0,1,0,0,0,0,0,8,11,1,0
20100003  ,TERCERO                  ,01,40.200,41.700,41.600,41.875,41.300,7,4,3,3,4,M,Madre.Padre,2 ,2004,casado(a)(os)  ,3,0,2012,0,0,1,0,1,0,0,0,0,0,4,8,1,0
20100005  ,QUINTO                   ,02,34.700,37.200,33.200,36.300,35.600,19,17,26,22,22,F,Madre.Padre,2 ,2004,casado(a)(os)  ,2,0,2014,0,0,1,0,1,0,0,0,0,0,6,10,0,1
20100005  ,SEPTIMO                  ,01,36.000,34.273,37.455,37.909,36.545,21,29,14,18,21,F,Madre.Padre,2 ,2004,casado(a)(os)  ,2,0,2016,0,0,1,0,1,0,0,0,0,0,8,12,0,1
20100006  ,DECIMO                   ,04,41.500,37.250,35.167,38.083,.000,9,18,27,18,1,F,Madre,4 ,2003,separado(a)(os),2,0,2020,1,0,0,0,0,0,1,0,0,0,11,17,0,1
20100007  ,SEPTIMO                  ,02,33.727,32.000,34.636,32.545,33.455,20,22,18,22,22,M,Madre.Padre,3 ,2003,casado(a)(os)  ,2,2020,2018,0,0,1,0,1,0,0,0,0,0,8,15,1,0
20100008  ,CUARTO                   ,02,42.900,41.400,42.900,42.200,42.500,9,10,5,8,9,F,Madre,1 ,2003,separado(a)(os),2,0,2013,1,0,0,0,0,0,1,0,0,0,5,10,0,1
20100010  ,NOVENO                   ,05,34.250,34.083,39.000,37.917,36.500,19,22,6,10,13,M,Madre,1 ,2004,viudo(a)       ,2,0,2019,1,0,0,0,0,0,0,0,1,0,10,15,1,0
20100010  ,PRIMERO                  ,01,35.600,35.600,38.000,35.400,36.000,23,22,18,27,25,M,Madre,1 ,2004,viudo(a)       ,2,0,2010,1,0,0,0,0,0,0,0,1,0,2,6,1,0
20100010  ,SEXTO                    ,02,36.364,35.455,38.545,38.727,37.364,18,21,12,18,17,M,Madre,1 ,2004,viudo(a)       ,2,0,2016,1,0,0,0,0,0,0,0,1,0,7,12,1,0
20100011  ,DECIMO                   ,04,28.083,29.833,.000,29.250,.000,27,23,1,29,0,M,Madre,1 ,2004,soltero(a)(os) ,3,0,2021,1,0,0,0,0,1,0,0,0,0,11,17,1,0
20100011  ,OCTAVO                   ,03,34.917,33.583,32.583,34.750,34.000,19,15,23,19,20,M,Madre,1 ,2004,soltero(a)(os) ,3,0,2018,1,0,0,0,0,1,0,0,0,0,9,14,1,0
20100013  ,OCTAVO                   ,01,36.083,36.667,39.750,38.750,37.833,16,13,4,6,8,F,Madre.Padre,2 ,2003,casado(a)(os)  ,2,0,2017,0,0,1,0,1,0,0,0,0,0,9,14,0,1
20100013  ,SEPTIMO                  ,02,37.273,38.455,42.273,41.000,39.909,16,14,6,4,7,F,Madre.Padre,2 ,2003,casado(a)(os)  ,2,0,2016,0,0,1,0,1,0,0,0,0,0,8,13,0,1
20100014  ,NOVENO                   ,04,38.000,38.750,30.500,36.167,.000,14,13,26,17,1,M,Madre,2 ,2003,soltero(a)(os) ,2,0,2020,1,0,0,0,0,1,0,0,0,0,10,17,1,0
20100014  ,OCTAVO                   ,03,36.583,30.167,31.083,32.364,32.833,16,29,28,27,28,M,Madre,2 ,2003,soltero(a)(os) ,2,0,2017,1,0,0,0,0,1,0,0,0,0,9,14,1,0
20100014  ,SEPTIMO                  ,02,35.000,34.727,37.636,36.909,36.273,26,27,16,21,19,M,Madre,2 ,2003,soltero(a)(os) ,2,0,2016,1,0,0,0,0,1,0,0,0,0,8,13,1,0
20100015  ,SEXTO                    ,01,33.182,33.727,32.364,35.545,33.818,20,17,16,15,15,M,Madre,3 ,2004,separado(a)(os),2,0,2017,1,0,0,0,0,0,1,0,0,0,7,13,1,0
20100015  ,SEXTO                    ,02,40.000,38.000,33.273,34.000,36.545,7,14,19,27,15,M,Madre,3 ,2004,separado(a)(os),2,0,2015,1,0,0,0,0,0,1,0,0,0,7,11,1,0
20100016  ,SEPTIMO                  ,01,31.000,32.818,33.545,37.091,33.818,23,23,22,12,22,M,Madre,1 ,2003,soltero(a)(os) ,1,0,2018,1,0,0,0,0,1,0,0,0,0,8,15,1,0
20100017  ,PRIMERO                  ,01,33.400,34.200,37.400,39.400,36.600,29,27,21,15,23,F,Madre.Padre,1 ,2003,union libre    ,2,2018,2010,0,0,1,0,0,0,0,1,0,0,2,7,0,1
20100017  ,SEPTIMO                  ,03,36.182,37.273,31.727,35.909,35.273,16,17,27,22,19,F,Madre.Padre,1 ,2003,union libre    ,2,2018,2017,0,0,1,0,0,0,0,1,0,0,8,14,0,1
20100017  ,SEXTO                    ,03,41.273,38.273,41.091,37.909,39.727,9,14,9,17,12,F,Madre.Padre,1 ,2003,union libre    ,2,2018,2016,0,0,1,0,0,0,0,1,0,0,7,13,0,1
20100018  ,OCTAVO                   ,04,36.667,32.917,36.333,32.250,34.833,3,8,7,14,5,F,Madre.Padre,3 ,2003,casado(a)(os)  ,2,0,2018,0,0,1,0,1,0,0,0,0,0,9,15,0,1
20100018  ,SEPTIMO                  ,04,35.545,36.909,38.091,39.636,37.727,9,4,3,2,4,F,Madre.Padre,3 ,2003,casado(a)(os)  ,2,0,2017,0,0,1,0,1,0,0,0,0,0,8,14,0,1
20100018  ,UNDECIMO                 ,02,41.750,39.250,.000,40.833,.000,10,12,1,11,0,F,Madre.Padre,3 ,2003,casado(a)(os)  ,2,0,2021,0,0,1,0,1,0,0,0,0,0,12,18,0,1
20100019  ,CUARTO                   ,01,37.200,34.800,35.000,38.400,36.500,20,25,26,18,21,F,Madre,1 ,2003,separado(a)(os),2,2020,2013,1,0,0,0,0,0,1,0,0,0,5,10,0,1
20100019  ,QUINTO                   ,03,36.200,35.400,38.700,39.100,37.500,20,22,16,17,17,F,Madre,1 ,2003,separado(a)(os),2,2020,2015,1,0,0,0,0,0,1,0,0,0,6,12,0,1
20100019  ,SEXTO                    ,04,35.455,35.091,35.727,36.818,35.909,13,16,11,8,12,F,Madre,1 ,2003,separado(a)(os),2,2020,2016,1,0,0,0,0,0,1,0,0,0,7,13,0,1
20100019  ,TERCERO                  ,01,36.600,35.300,34.100,37.625,35.800,14,18,20,12,20,F,Madre,1 ,2003,separado(a)(os),2,2020,2012,1,0,0,0,0,0,1,0,0,0,4,9,0,1
20100003  ,PRIMERO                  ,01,40.100,40.900,42.400,43.000,41.500,11,9,7,7,9,M,Madre.Padre,2 ,2004,casado(a)(os)  ,3,0,2010,0,0,1,0,1,0,0,0,0,0,2,6,1,0
20100004  ,SEGUNDO                  ,01,43.545,40.636,40.364,40.636,41.364,9,12,12,10,10,M,Madre.Padre,3 ,2004,separado(a)(os),2,2019,2011,0,0,1,0,0,0,1,0,0,0,3,7,1,0
20100004  ,SEPTIMO                  ,01,32.545,32.818,33.909,38.000,34.545,31,33,26,17,30,M,Madre.Padre,3 ,2004,separado(a)(os),2,2019,2016,0,0,1,0,0,0,1,0,0,0,8,12,1,0
20100004  ,TERCERO                  ,01,39.100,37.900,41.400,40.375,39.800,10,14,4,6,6,M,Madre.Padre,3 ,2004,separado(a)(os),2,2019,2012,0,0,1,0,0,0,1,0,0,0,4,8,1,0
20100005  ,DECIMO                   ,01,32.833,31.833,34.750,33.500,33.500,24,24,17,24,20,F,Madre.Padre,2 ,2004,casado(a)(os)  ,2,0,2019,0,0,1,0,1,0,0,0,0,0,11,15,0,1
